CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
64;03290;Via Cristoforo Colombo, 42;MAGNO FRANCONE ROBERTA;08337030012;10129;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0691175394702;7,58458481682612;1
65;09015;Via Nizza, 183;DELLE MOLINETTE;00337830012;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,0180473402824;7,66173175625908;1
65;09019;Via Nizza, 183;DELLE MOLINETTE;09687190018;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0180473402824;7,66173175625908;1
66;09170;Via Nizza, 354;LINGOTTO COCIRIO DAVIDE;07813090011;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0180473402824;7,66173175625908;1
67;09085;Via Genova, 89/H;SANTA GEMMA;00512780016;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,0028040373878;7,54189669814742;1
67;09022;Via Genova, 89/H;SANTA GEMMA DI FARMAPIU' TORINO SAS DELLA DR.SSA CALATRONI DANIELA;10123670019;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,0028040373878;7,54189669814742;1
67;09022;Via Genova, 89/H;SANTA GEMMA;10123670019;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;28/02/2013;Ordinaria;1;45,0028040373878;7,54189669814742;1
68;09100;Piazza Camillo Bozzolo, 11;FARMACIE COMUNALI TORINO S.p.A. FC N. 46;09971950010;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,03738245;7,67126065;1
68;09100;Piazza Camillo Bozzolo, 11;COMUNALE 46 AFC;00529840019;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,03738245;7,67126065;1
68;09100;Piazza Camillo Bozzolo, 11;COMUNALE 46;-;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,03738245;7,67126065;1
69;09023;Via Genova, 122;SAN GIACOMO SAS DEL DR. BONINO FILIPPO E C.;10193850012;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2010;-;Ordinaria;1;45,0264607173415;7,44171859234046;1
69;09122;Via Genova, 122;SAN GIACOMO;05343790019;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;28/02/2010;Ordinaria;1;45,0264607173415;7,44171859234046;1
70;09133;Via Genova, 64;MILLEFONTI;06648410014;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0028040373878;7,54189669814742;1
71;09144;Via Nizza, 214;TETTI FRE';07266060016;10126;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0180473402824;7,66173175625908;1
72;09155;Via Genova, 179/F;SAN DARIO;07646770011;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0709201;7,6859719;1
73;09166;Corso Maroncelli, 28;SANTA ROSALIA;08194730019;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0197463279276;7,65661162206755;1
74;10021;Corso Traiano, 22/E;COMUNALE 8 - AFC;09971950010;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0234154164996;7,64605606129843;1
74;10021;Corso Traiano, 22/E;COMUNALE 8 - AFC;05882560013;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;31/08/2010;Ordinaria;1;45,0234154164996;7,64605606129843;1
74;10021;Corso Traiano, 22/E;FARMACIE COMUNALI TORINO S.p.A. FC N. 8 -;09971950010;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0234154164996;7,64605606129843;1
74;10021;Corso Traiano, 22/E;COMUNALE 8;-;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0234154164996;7,64605606129843;1
75;10054;Corso Traiano, 86;COMUNALE 15 - AFC;07535100015;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,0234154164996;7,64605606129843;1
75;10054;Corso Traiano, 86;FARMACIE COMUNALI TORINO S.p.A. FC N. 15 -;09971950010;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0234154164996;7,64605606129843;1
75;10054;Corso Traiano, 86;COMUNALE 15;-;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0234154164996;7,64605606129843;1
76;10080;Corso Corsica, 9;COMUNALE 28 - AFC;07034700018;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,03098655;7,65184905;1
76;10080;Corso Corsica, 9;COMUNALE 28;-;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,03098655;7,65184905;1
76;10080;Corso Corsica, 9;FARMACIE COMUNALI TORINO S.p.A. FC N. 28 -;09971950010;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,03098655;7,65184905;1
77;09016;Via Pio VII, 164/c;SAN CAMILLO Paglia Carlo;00169700010;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,0181037;7,6483492;1
77;09016;Via Pio VII, 164/c;SAN CAMILLO Paglia Carlo;09127000017;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;45,0181037;7,6483492;1
78;09017;Via Passo Buole, 59/H;GHEZZO;09253670013;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;45,0234245786123;7,65670043956929;1
78;09017;Via Passo Buole, 59/H;GHEZZO;00373070010;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,0234245786123;7,65670043956929;1
79;10124;Corso Traiano, 73;BAGGIO ROBA;00581160017;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0234154164996;7,64605606129843;1
80;10135;Corso Unione Sovietica, 85;GUALDI;00546000019;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,017106191791;7,62872698029852;1
81;10161;Corso Unione Sovietica, 397;STEFFANONE;00510850019;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,017106191791;7,62872698029852;1
82;10183;Piazza Tancredi Galimberti, 7;MADONNA DELLE ROSE;04668290010;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0339286;7,653858;1
83;10194;Corso Eusebio Giambone, 19;MONVISO;04747790014;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0709201;7,6859719;1
84;10216;Via Tunisi, 99;GAY;05905250014;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0373613969954;7,65588346041373;1
85;10220;Corso Traiano, 158;MONARI DI MONARI DOTT. R. & C. SNC;03106620010;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0234154164996;7,64605606129843;1
86;10231;Via Tunisi, 51;GUSSONI;07342040016;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0373613969954;7,65588346041373;1
87;10242;Via Passo Buole, 160/A;GUARINO;07472010011;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0234245786123;7,65670043956929;1
88;09021;Via Arnaldo Da Brescia, 25;SANT'ERALDO SNC DI MIGLIARI CRISTINA E SAVIO MATTIA;09817810014;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/06/2008;-;Ordinaria;1;45,0359659524366;7,65165326639563;1
88;10253;Via Arnaldo Da Brescia, 25;SANT'ERALDO;07501090018;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/05/2008;Ordinaria;1;45,0359659524366;7,65165326639563;1
89;10275;Via Teodoreto, 7;GIARDINI GUALA;01685780015;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;30/11/2007;Ordinaria;1;45,0709201;7,6859719;1
89;10275;Via Teodoreto, 7;GIARDINI GUALA;-;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0709201;7,6859719;1
89;10275;Via Teodoreto, 7;GUALA DI ANASTASIO DR. MARIA GRAZIA & C. SAS;09729590019;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/12/2007;28/02/2013;Ordinaria;1;45,0709201;7,6859719;1
89;09020;Via Onorato Vigliani, 34;GUALA DI ANASTASIO DR. MARIA GRAZIA & C. SAS;09729590019;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,0709201;7,6859719;1
90;10286;Via Arnaldo Da Brescia, 38;DEL GIGLIO SNC DI COGGI PAOLA MARIA E DALMASSO LUCA;08540040014;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,0359659524366;7,65165326639563;1
90;10286;Via Arnaldo Da Brescia, 38;DEL GIGLIO DI COGGI PAOLA MARIA E DALMASSO GIOVENALE SNC;08540040014;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2008;28/02/2013;Ordinaria;1;45,0359659524366;7,65165326639563;1
90;10286;Via Arnaldo Da Brescia, 38;DEL GIGLIO DI COGGI PAOLA MARIA E DALMASSO GIOVENALE SNC;-;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,0359659524366;7,65165326639563;1
91;02016;Corso Fiume, 4;BORGO CRIMEA;00552630014;10133;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0572578429304;7,6945583586667;1
92;22083;Piazza Gran Madre di Dio, 1;GRAN MADRE;-;10131;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0624101549829;7,69860416694308;1
92;02018;Piazza Gran Madre di Dio, 1;GRAN MADRE;07844150016;10131;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;31/08/2010;Ordinaria;1;45,0624101549829;7,69860416694308;1
92;02018;Piazza Gran Madre di Dio, 1;GRAN MADRE;09578480015;10131;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0624101549829;7,69860416694308;1
93;22094;Corso Moncalieri, 59;ANTONIOTTI;-;10133;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2011;-;Ordinaria;1;45,0620521149435;7,69771693498544;1
93;22094;Corso Moncalieri, 59;ANTONIOTTI;05846450012;10133;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2011;Ordinaria;1;45,0620521149435;7,69771693498544;1
94;22105;Via Felice Romani, 2;BORGO PO;07331110010;10131;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;45,06291803864;7,70361443143684;1
94;22105;Via Monferrato 22E;BORGO PO;07331110010;10131;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,06291803864;7,70361443143684;1
95;22116;Corso Moncalieri, 257;PILONETTO;07656260010;10133;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0620521149435;7,69771693498544;1
96;22120;P.zza Freguglia, 6;CAVORETTO;07151360018;10133;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2008;Ordinaria;1;45,0709201;7,6859719;1
96;02019;P.zza Freguglia, 6;CAVORETTO SNC DI GHI ANTONELLA E LANTELME FAISAN MARIA LUISA;09836480013;10133;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2008;-;Ordinaria;1;45,0709201;7,6859719;1
97;23030;Via Celeste Negarville, 8/10;FARMACIE COMUNALI TORINO S.p.A. FC N. 13 -;09971950010;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,02008925;7,6120918;1
97;23030;Via Celeste Negarville, 8/10;COMUNALE 13;-;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,02008925;7,6120918;1
97;23030;Via Celeste Negarville, 8/10;COMUNALE 13 - AFC;00246650014;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,02008925;7,6120918;1
98;23074;Via Arturo Farinelli, 36/9;COMUNALE 40 - AFC;07019070015;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,0709201;7,6859719;1
98;23074;Via Arturo Farinelli, 36/9;FARMACIE COMUNALI TORINO S.p.A. FC N. 40 -;09971950010;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0709201;7,6859719;1
98;23074;Via Arturo Farinelli, 36/9;COMUNALE 40;-;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0709201;7,6859719;1
99;23085;Corso Unione Sovietica, 591/bis;SAN DOMENICO;03015430014;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0709201;7,6859719;1
100;23096;Corso Unione Sovietica, 491;OTTONE;05455020015;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,017106191791;7,62872698029852;1
101;23100;Via Pramollo, 6;ROATIS;06031100016;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,021685487101;7,62506761992525;1
101;23100;Via Pramollo, 6;ROATIS;-;10135;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,021685487101;7,62506761992525;1
102;23111;Via Candiolo, 31;SENNACHERIBBO DI SENNACHERIBBO LUISA E CLAUDIA SNC;06377940017;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,01576245;7,6491634;1
103;23122;Via Onorato Vigliani, 160;VIGLIANI;07933620010;10127;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0180524021835;7,64583309641007;1
104;04012;Via Monginevro, 57;BUSATTI BORGO SAN PAOLO SAS DI GARRONE DOTT.SSA LUISA & C.;00106740012;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,0642348;7,62850395;1
104;04012;Via Monginevro, 57;BUSATTI BORGO SAN PAOLO SAS DI GARRONE DOTT.SSA LUISA & C.;08268160010;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0642348;7,62850395;1
105;04082;Largo Orbassano, 70;MAZZOLI;02099440014;10129;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;45,0521721462902;7,65565770608373;1
105;04082;Corso Rosselli 106/D;MAZZOLI;02099440014;10129;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,0521721462902;7,65565770608373;1
106;04104;Via Rivalta, 56/d;DELLE ERBE;03877960017;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,036445882683;7,52328791721825;1
106;04017;Via Rivalta, 56/d;DELLE ERBE;10123670019;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;28/02/2013;Ordinaria;1;45,036445882683;7,52328791721825;1
106;04017;Via Rivalta, 56/d;DELLE ERBE DI FARMAPIU' TORINO SAS DELLA DR.SSA CALATRONI DANIELA;10123670019;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,036445882683;7,52328791721825;1
107;04115;Corso Racconigi, 186;BULLIO;04778500019;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0685845048959;7,64568899481472;1
108;04126;Via Monginevro, 105;GILLONE;06663770011;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0642348;7,62850395;1
109;04130;Via Vincenzo Lancia, 11/D;SANT'EMILIO DI BRUNA ROSSO D. E VALLENZASCA L. SNC;-;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,06181775;7,63535975;1
109;04130;Via Vincenzo Lancia, 11/D;SANT'EMILIO DI BRUNA ROSSO D. E VALLENZASCA L. SNC;00545960015;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,06181775;7,63535975;1
110;04141;Via Paolo Braccini, 101;SAN BERNARDINO SNC DEL DOTT. PASCHETTA S. & C.;-;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0602350515042;7,64922969806899;1
110;04141;Via Paolo Braccini, 101;SAN BERNARDINO SNC DEL DOTT. PASCHETTA S. & C.;07393720011;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0602350515042;7,64922969806899;1
110;04141;Via Paolo Braccini, 101;SAN BERNARDINO SNC DEL DOTT. PASCHETTA S. & C.;04747790014;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;31/08/2010;Ordinaria;1;45,0602350515042;7,64922969806899;1
111;04152;Via San Paolo, 49/A;BORGO SAN PAOLO;05819520015;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,1042633733988;7,56143744983942;1
111;04152;Via San Paolo, 49/A;BORGO SAN PAOLO;-;10141;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,1042633733988;7,56143744983942;1
112;05025;Corso Francia, 35;FREJUS SNC DI RAVAZZANI ROMANO E C.;00513690016;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;29/02/2012;Ordinaria;1;45,07469625;7,6221131;1
112;05025;Corso Francia, 35;FREJUS DEL DOTT. RAVAZZINI RENTO;10628080011;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2012;-;Ordinaria;1;45,07469625;7,6221131;1
113;05062;Corso Vittorio Emanuele II, 182/bis/C;COMUNALE 17 - AFC;07019070015;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0709201;7,6859719;1
113;05062;Corso Vittorio Emanuele II, 182/bis/C;FARMACIE COMUNALI TORINO S.p.A. FC N. 17 -;09971950010;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0709201;7,6859719;1
114;05154;Via Duchessa Jolanda, 15/bis/E;BERNARDI;04315880015;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0709201;7,6859719;1
115;04020;Via Di Nanni, 79/E;DELL'ERICA SNC DEI DOTTORI PULCINI FABRIZIO E FACHINETTI ALBINO;10561820019;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/11/2011;-;Ordinaria;1;45,0800915733718;7,5125811405649;1
115;05165;Via Di Nanni, 79/E;DELL'ERICA;04339730014;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/10/2011;Ordinaria;1;45,0800915733718;7,5125811405649;1
116;04015;Corso Francia, 87;BRACCIO SAS DELLA DR.SSA FASSIO CLAUDIA E C.;05652680017;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,07469625;7,6221131;1
116;04015;Corso Francia, 87;BRACCIO SAS DELLA DR.SSA FASSIO CLAUDIA E C.;09595260010;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2008;28/02/2013;Ordinaria;1;45,07469625;7,6221131;1
116;04019;Corso Francia, 87;BRACCIO SNC DELLA DR.SSA FASSIO CLAUDIA E C.;09595260010;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,07469625;7,6221131;1
117;05202;Corso Francia, 1/bis;PORTA SUSA SNC DI E. E L. PLATTER;06351660011;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,07469625;7,6221131;1
118;05213;Corso Peschiera, 244/A;MADONNA DEI FIORI DI PRANDI M.G. E I. SNC;06574440019;10139;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0693340227977;7,63746533715329;1
119;05224;Corso Peschiera, 142/F;BALOCCO;06588510013;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0709201;7,6859719;1
120;05235;Via Frejus, 41;CENISIA DI VENTURA ANGELO E C. SAS;06645590016;10139;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0702946465885;7,64278970005559;1
121;04014;Piazza Adriano, 12;DEL BENESSERE DI FEDELI SAS DEL DOTT. MARINELLO STEFANO & C.;06915420019;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,0715391652122;7,65380336494147;1
122;05250;Via Monginevro, 29;COMUNALE 45;-;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0642348;7,62850395;1
122;05250;Via Monginevro, 29;FARMACIE COMUNALI TORINO S.p.A. FC N. 45 -;09971950010;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0642348;7,62850395;1
122;05250;Via Monginevro, 29;COMUNALE 45 - AFC;07019070015;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;30/06/2010;Ordinaria;1;45,0642348;7,62850395;1
122;05250;Via Monginevro, 29;COMUNALE 45 - AFC;09971950010;10138;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/08/2010;-;Ordinaria;1;45,0642348;7,62850395;1
123;05261;Via Di Nanni, 42;SANTA ROSA;07860820013;10139;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0800915733718;7,5125811405649;1
123;05261;Via Di Nanni, 42;SANTA ROSA;08194730019;10139;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,0800915733718;7,5125811405649;1
124;11012;Corso Sebastopoli, 143;SANTA RITA SNC;00339520017;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,0402671;7,6594485;1
124;11012;Corso Sebastopoli, 143;SANTA RITA SNC;09247120018;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;45,0402671;7,6594485;1
125;11023;Corso Orbassano, 249;FARMACIE COMUNALI TORINO S.p.A. FC N. 1 -;09971950010;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0306399355583;7,60439370614901;1
125;11023;Corso Orbassano, 249;COMUNALE 1 - AFC;09971950010;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0306399355583;7,60439370614901;1
125;11023;Corso Orbassano, 249;COMUNALE 1 - AFC;01131720011;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;45,0306399355583;7,60439370614901;1
126;11034;Corso Sebastopoli, 272;COMUNALE 9;-;10136;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0402671;7,6594485;1
126;11034;Corso Sebastopoli, 272;COMUNALE 9 - AFC;03107030011;10136;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;31/08/2010;Ordinaria;1;45,0402671;7,6594485;1
126;11034;Corso Sebastopoli, 272;FARMACIE COMUNALI TORINO S.p.A. FC N. 9 -;09971950010;10136;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0402671;7,6594485;1
126;11034;Corso Sebastopoli, 272;COMUNALE 9 - AFC;09971950010;10136;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,0402671;7,6594485;1
127;11115;Via Filadelfia, 142;COMUNALE 36 - AFC;01131720011;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;45,0417476537384;7,64589027648495;1
127;11115;Via Filadelfia, 142;COMUNALE 36 - AFC;01131720011;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,0417476537384;7,64589027648495;1
127;11115;Via Filadelfia, 142;COMUNALE 36;-;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,0417476537384;7,64589027648495;1
127;11115;Via Filadelfia, 142;FARMACIE COMUNALI TORINO S.p.A. FC N. 36 -;09971950010;10134;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/07/2010;31/07/2010;Ordinaria;1;45,0417476537384;7,64589027648495;1
128;11019;Via Buenos Aires, 77;DELL'ORSO;09967530016;10137;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,0378349723517;7,63968117536912;1
128;11019;Via Buenos Aires, 77;DELL'ORSO;09967530016;10136;001272;TORINO;-;001;TO;TORINO;010;PIEMONTE;01/09/2010;28/02/2013;Ordinaria;1;45,0378349723517;7,63968117536912;1
